price,floor_area,latitude,longitude,bedroom,bathroom,type_house,code,predicted_price,residual,res_percentage
800000.0,161,53.308883,-6.20665,4,3,house,A94,961234.0577813969,161234.0577813969,0.20154257222674613
470000.0,85,53.263895,-6.223466,2,3,house,D18,480188.40590434324,10188.405904343235,0.021677459370943054
259000.0,69,53.405558,-6.173403,2,1,apartment,D13,272316.5342889547,13316.534288954688,0.05141519030484436
460000.0,409,51.855094,-8.27687,6,4,house,P24,861008.9848192893,401008.9848192893,0.871758662650629
390000.0,177,52.165898,-7.146042,5,5,house,X91,412697.280351868,22697.280351868016,0.05819815474837953
250000.0,42,53.3352351,-6.2878199,1,1,house,D08,286946.8849017041,36946.88490170409,0.14778753960681637
295000.0,125,53.15562,-6.896433,4,3,house,R51,293605.05464257963,-1394.9453574203653,-0.004728628330238526
230000.0,70,53.247444,-6.660081,2,1,apartment,W91,212644.499078191,-17355.500921808998,-0.07545869966003912
200000.0,175,54.0955367,-7.6202192,6,2,house,H14,245628.21932705966,45628.21932705966,0.2281410966352983
210000.0,109,53.042713,-7.298078,3,3,house,R32,240528.12515490036,30528.125154900365,0.1453720245471446
139000.0,279,54.0719444,-7.8144444,4,3,house,,321792.33800212335,182792.33800212335,1.3150527913821823
215000.0,78,52.195528,-6.842872,3,1,house,Y34,186188.63416517433,-28811.365834825672,-0.1340063527201194
240000.0,96,52.447447,-6.352621,3,3,house,,233177.04860548596,-6822.951394514035,-0.02842896414380848
285000.0,91,52.191525,-6.839675,3,2,house,Y34,203294.18387752105,-81705.81612247895,-0.2866870741139612
279000.0,40,53.350348,-6.24608,1,1,apartment,D01,274065.7852217148,-4934.214778285183,-0.017685357628262302
295000.0,120,52.631166,-8.675669,3,3,house,V94,261803.92921663856,-33196.07078336144,-0.11252905350292014
200000.0,134,53.135462,-6.736292,3,2,house,R56,314112.81415756315,114112.81415756315,0.5705640707878157
350000.0,162,55.098841,-7.529452,4,2,house,F92,270268.795963104,-79731.204036896,-0.22780344010541714
385000.0,232,54.040074,-7.298509,5,3,house,H12,344665.0784737413,-40334.921526258695,-0.10476602993833427
235000.0,95,53.827469,-6.399543,3,3,house,A92,223079.89241635028,-11920.107583649718,-0.05072386205808391
249000.0,121,52.133655,-7.458272,3,2,,X42,242557.2042257351,-6442.795774264901,-0.025874681824357034
200000.0,115,52.259736,-7.096019,3,3,house,X91,245012.5363637752,45012.5363637752,0.225062681818876
205000.0,95,53.334856,-7.058164,3,2,house,R45,230207.6537253896,25207.653725389595,0.12296416451409559
750000.0,118,53.304447,-6.273724,3,2,house,D06,795335.8967586895,45335.896758689545,0.0604478623449194
260000.0,102,51.856296,-8.310746,3,3,house,,254020.33758214518,-5979.662417854823,-0.022998701607133933
230000.0,85,52.143762,-8.538703,3,1,house,,172330.641919976,-57669.35808002399,-0.25073633947836516
329500.0,146,52.873032,-8.226705,4,3,house,E45,291148.167950656,-38351.832049344026,-0.11639402746386654
350000.0,124,52.792591,-6.150524,4,2,house,Y14,338322.5923867159,-11677.407613284071,-0.0333640217522402
430000.0,180,53.188164,-6.817962,4,5,house,W12,450647.1055031894,20647.105503189377,0.048016524426021806
320000.0,115,53.168361,-6.809914,4,1,house,W12,258064.24979830987,-61935.75020169013,-0.19354921938028163
195000.0,149,51.90709,-8.457442,4,5,house,T23,395855.1558845512,200855.15588455118,1.0300264404335957
289950.0,74,53.320441,-6.41004,3,1,house,D22,270450.21037573507,-19499.78962426493,-0.06725224909213633
550000.0,110,53.452357,-6.187259,3,3,house,K36,533131.0110822204,-16868.988917779643,-0.030670888941417535
210000.0,89,53.858064,-9.319784,3,3,house,F23,174086.0992336441,-35913.90076635589,-0.17101857507788518
375000.0,126,53.209299,-6.649326,3,3,house,W91,334718.04862645693,-40281.95137354307,-0.10741853699611484
525000.0,105,53.38157,-6.19868,3,1,house,,478465.7083960066,-46534.29160399339,-0.08863674591236836
149000.0,100,52.393699,-6.715372,3,3,house,Y21,190728.8407753045,41728.8407753045,0.2800593340624463
215000.0,120,52.443108,-9.063387,3,3,house,V42,224751.2529968082,9751.252996808209,0.04535466510143353
760000.0,178,53.44431,-6.131899,4,3,house,D13,761147.9299930059,1147.929993005935,0.0015104342013235988
200000.0,76,52.433259,-9.032258,3,1,house,V42,148589.1018135821,-51410.89818641791,-0.25705449093208954
430000.0,107,53.448539,-6.247298,4,3,house,,408397.3342232403,-21602.665776759677,-0.05023875762037134
720000.0,139,53.144967,-6.070699,4,3,house,A63,714953.5813337713,-5046.418666228652,-0.007008914814206461
165000.0,117,54.955433,-7.745552,3,1,house,F92,193152.78340658618,28152.783406586183,0.17062292973688595
520000.0,94,53.367054,-6.357855,2,2,apartment,D15,365210.86146864825,-154789.13853135175,-0.2976714202525995
345000.0,80,53.337801,-6.309811,3,1,house,D08,364769.39605464897,19769.39605464897,0.05730259725985208
89000.0,90,54.950832,-7.623806,3,1,house,F92,161827.41017881595,72827.41017881595,0.8182855076271455
235000.0,81,53.414713,-6.387266,2,3,house,D15,286965.60249659227,51965.60249659227,0.22113022338975433
295000.0,100,53.395741,-6.275564,4,3,house,D11,384919.41769459384,89919.41769459384,0.3048115854054028
355000.0,102,51.881964,-8.498724,3,2,house,T12,314153.64115380315,-40846.35884619685,-0.11506016576393478
795000.0,137,53.309167,-6.212551,4,3,house,D04,1041073.6327024859,246073.6327024859,0.30952658201570554
230000.0,49,53.373761,-6.404531,1,1,apartment,D20,205994.80908907088,-24005.190910929115,-0.1043703952649092
265000.0,243,52.226944,-8.67335,6,3,house,P51,412160.2105413702,147160.2105413702,0.5553215492127178
525000.0,128,53.285852,-6.166682,3,1,house,A94,715751.8260558837,190751.82605588366,0.3633368115350165
225000.0,65,53.39596,-6.317633,2,1,,D11,266167.2452799021,41167.24527990213,0.1829655345773428
240000.0,66,51.892061,-8.431813,2,1,house,T12,243684.70534639168,3684.705346391682,0.015352938943298674
145000.0,66,52.667951,-6.301131,2,1,apartment,Y25,146258.96779027567,1258.9677902756666,0.00868253648465977
350000.0,137,53.42936,-7.936645,4,2,house,N37,299149.02107141505,-50850.978928584955,-0.14528851122452843
230000.0,71,53.646791,-6.686842,2,1,house,C15,186350.00626037418,-43649.99373962582,-0.189782581476634
300000.0,145,51.623398,-8.88756,3,3,house,P85,340612.3199459794,40612.3199459794,0.13537439981993132
300000.0,99,51.863793,-8.407029,3,3,house,T12,302322.65086901735,2322.6508690173505,0.007742169563391168
165000.0,107,54.970962,-7.723539,3,1,house,F92,189428.19179740798,24428.191797407984,0.14804964725701808
170000.0,62,53.217777,-6.660714,2,1,apartment,W91,184115.27283699941,14115.272836999415,0.08303101668823185
159000.0,88,53.508694,-8.861245,3,2,house,H54,176026.4702954875,17026.470295487496,0.107084718839544
225000.0,115,53.996316,-6.404144,4,2,house,A91,239712.5101456624,14712.51014566241,0.06538893398072182
345000.0,120,53.267841,-9.11039,4,2,house,H91,340317.3811744121,-4682.61882558791,-0.013572808190109883
190000.0,97,52.914885,-6.839214,3,3,house,,204782.97015979423,14782.970159794233,0.07780510610418018
475000.0,235,52.685101,-6.493459,5,3,house,Y21,470226.0536586126,-4773.946341387404,-0.010050413350289271
120000.0,59,52.392311,-6.946189,2,2,house,Y34,151229.38572849153,31229.38572849153,0.2602448810707627
180000.0,92,53.279732,-9.006657,3,3,house,H91,282301.8694953748,102301.86949537479,0.5683437194187488
155000.0,75,53.653814,-6.681181,2,1,apartment,C15,177263.2788367149,22263.27883671489,0.1436340570110638
825000.0,145,53.37387,-6.254853,4,2,house,D09,728010.7981076785,-96989.20189232146,-0.11756266896038965
280000.0,60,53.346123,-6.345655,2,2,apartment,D20,272664.31749537616,-7335.682504623837,-0.026198866087942276
245000.0,125,54.244294,-6.982196,4,2,house,H18,216794.21856322678,-28205.78143677322,-0.11512563851744172
345000.0,200,53.4110666,-9.0100323,5,3,house,,364832.9880357171,19832.988035717106,0.05748692184265828
280000.0,115,53.139754,-7.048231,3,3,house,W34,264412.9332271583,-15587.066772841674,-0.05566809561729169
195000.0,95,53.610133,-6.187542,3,2,house,K32,307324.0064466529,112324.00644665287,0.5760205458802712
1500000.0,180,53.249738,-6.112977,4,2,house,A96,1164563.9556795475,-335436.0443204525,-0.22362402954696833
425000.0,140,52.153304,-8.625563,4,1,house,P51,246182.0277167936,-178817.9722832064,-0.42074817007813275
235000.0,91,53.333131,-6.377963,2,2,apartment,D12,314512.03406678495,79512.03406678495,0.33834908113525514
245000.0,98,51.854124,-8.308262,3,3,house,P24,265640.9967499257,20640.996749925718,0.08424896632622741
385000.0,172,52.65282,-8.555559,4,3,house,V94,385454.27842554875,454.2784255487495,0.0011799439624642844
375000.0,99,53.264121,-9.071848,3,2,apartment,H91,273956.9495259986,-101043.05047400139,-0.269448134597337
300000.0,56,53.347328,-6.283196,2,1,apartment,D08,296462.2082068312,-3537.7917931688135,-0.011792639310562712
595000.0,102,53.376475,-6.199192,3,1,house,,467990.1922147465,-127009.8077852535,-0.21346186182395546
380000.0,87,53.192353,-6.121894,3,1,house,A98,378802.7352866875,-1197.2647133124992,-0.0031506966139802613
275000.0,48,53.351693,-6.274434,1,1,house,D07,288028.48653436033,13028.48653436033,0.0473763146704012
495000.0,61,53.304988,-6.187551,2,1,house,A94,463165.3787502924,-31834.62124970759,-0.06431236616102544
300000.0,167,53.788332,-7.295999,3,3,house,A82,306946.0030292528,6946.00302925281,0.023153343430842698
575000.0,86,53.323107,-6.235724,1,1,house,D04,541734.485917059,-33265.514082940994,-0.05785306797033216
240000.0,81,53.2472629,-6.6620825,3,2,apartment,W91,242400.07182712381,2400.0718271238147,0.01000029927968256
385000.0,128,53.353106,-6.550057,3,2,house,W23,421199.768549681,36199.768549681,0.0940253728563143
129000.0,99,53.157359,-7.192085,4,1,house,R32,207451.15175949072,78451.15175949072,0.608148463251866
377500.0,320,52.061473,-7.823415,6,5,house,P36,596843.5107721507,219343.5107721507,0.5810424126414588
225000.0,168,53.998169,-7.055855,5,2,house,A82,290022.2235212941,65022.22352129407,0.28898766009464033
110000.0,57,52.660679,-8.633967,2,2,apartment,V94,144123.0543272154,34123.05432721539,0.31020958479286714
260000.0,100,52.714555,-8.855212,3,3,house,V14,224178.69673343317,-35821.30326656683,-0.13777424333294935
475000.0,98,53.366156,-6.28393,3,2,house,D07,446780.70823494485,-28219.291765055154,-0.059409035294852953
265000.0,67,53.445772,-6.242376,2,1,apartment,,241510.84339799473,-23489.15660200527,-0.08863832680001989
230000.0,69,53.26978,-9.117965,2,2,apartment,H91,248176.83455435972,18176.834554359724,0.07902971545373794
320000.0,83,53.292809,-9.048703,3,1,house,H91,258722.4198002722,-61277.58019972779,-0.19149243812414934
620000.0,93,53.337107,-6.238011,3,3,,,492838.24116628553,-127161.75883371447,-0.20509961102212013
330000.0,122,53.28232,-8.845084,4,2,house,H65,289289.2799046517,-40710.72009534831,-0.12336581847075245
180000.0,89,53.530267,-8.853965,3,3,house,H54,172099.60925551044,-7900.390744489559,-0.04389105969160866
75000.0,58,54.28274,-8.460156,2,2,apartment,F91,118741.47165351533,43741.47165351533,0.5832196220468711
575000.0,59,53.336368,-6.235944,2,1,apartment,D04,451411.05177417945,-123588.94822582055,-0.21493730126229663
575000.0,158,53.368216,-6.318935,5,2,house,D07,642904.0679689809,67904.06796898087,0.11809403125040152
249950.0,110,53.281797,-6.426027,3,3,,D22,361216.62143520976,111266.62143520976,0.4451555168442079
625000.0,238,53.794004,-9.470316,5,3,apartment,F28,430977.68381272274,-194022.31618727726,-0.31043570589964364
50000.0,63,54.268877,-8.471717,2,2,house,F91,141560.24970958318,91560.24970958318,1.8312049941916635
1250000.0,193,53.27066706755125,-6.116892206745661,4,4,house,A96,1329913.9896234742,79913.98962347419,0.06393119169877935
1300000.0,184,53.333289,-6.237203,3,3,house,,930505.1308082901,-369494.8691917099,-0.28422682245516145
285000.0,145,52.475038,-7.87399,4,2,house,E25,261707.07560523832,-23292.924394761678,-0.08172955927986554
395000.0,58,53.30393,-6.202014,2,1,house,A94,454502.43391040503,59502.43391040503,0.1506390731908988
180000.0,76,52.136594,-7.927656,3,2,house,P51,171969.51897183945,-8030.481028160546,-0.04461378348978081
245000.0,66,53.343199,-6.339078,2,1,apartment,D20,263183.8865231666,18183.886523166613,0.07421994499251679
325000.0,256,54.055688,-6.33939,5,3,house,,557015.0669743877,232015.06697438774,0.7138925137673469
80000.0,51,53.85875,-9.296408,2,1,house,F23,100747.03969512212,20747.03969512212,0.2593379961890265
525000.0,70,53.291133,-6.282712,3,1,,D14,416088.2572457867,-108911.74275421328,-0.20745093857945388
275000.0,107,51.888104,-8.495341,3,2,house,T12,311732.1192153677,36732.11921536771,0.13357134260133713
315000.0,160,51.8820699,-9.5981264,3,2,house,V93,348517.82526025805,33517.82526025805,0.10640579447700967
685000.0,128,53.381334,-6.068235,3,2,house,D13,715793.8887302896,30793.888730289647,0.04495458208801408
240000.0,105,53.999135,-6.375199,4,2,house,A91,248894.4188815532,8894.418881553196,0.03706007867313832
200000.0,73,55.183502,-7.97369,2,1,apartment,F92,135442.58085659027,-64557.41914340973,-0.32278709571704867
187500.0,91,51.908708,-8.456029,3,1,house,T23,233229.37650941344,45729.37650941344,0.24389000805020503
300000.0,114,52.667502,-6.300546,4,3,house,Y25,314307.6687218152,14307.668721815222,0.047692229072717404
280000.0,63,53.269468,-6.331824,2,1,apartment,D24,248696.05370449164,-31303.946295508358,-0.11179980819824413
390000.0,263,53.630517,-8.236537,5,3,house,F42,378491.80463005864,-11508.195369941357,-0.02950819325625989
280000.0,61,53.366373,-6.284102,2,1,house,D07,318317.9755567237,38317.975556723715,0.1368499127025847
205000.0,41,53.352549,-6.268009,1,1,apartment,D07,264648.5806783697,59648.580678369675,0.2909686862359496
175000.0,95,52.55455,-8.933017,3,1,house,,163034.88104461535,-11965.118955384649,-0.0683721083164837
209950.0,102,54.957227,-7.717886,3,1,house,F92,186959.03420071732,-22990.965799282683,-0.10950686258291348
395000.0,76,53.382596,-6.174231,3,1,house,D05,365023.788994873,-29976.211005127,-0.07588914178513165
410000.0,124,53.126997,-6.071842,2,2,apartment,A63,482034.2559252165,72034.25592521648,0.17569330713467435
285000.0,76,53.441964,-6.212377,2,3,house,K67,307483.670762759,22483.670762758993,0.07889007285178594
120000.0,48,52.638073,-6.515073,3,1,house,Y21,149410.42423262238,29410.424232622376,0.24508686860518647
235000.0,62,53.343411,-6.338317,2,1,apartment,D20,261506.01894996315,26506.018949963152,0.1127915699998432
255000.0,74,53.325568,-6.300955,3,1,house,D12,345614.3593445394,90614.3593445394,0.3553504288021153
175000.0,75,52.488641,-7.067858,2,2,house,,156661.77006541015,-18338.22993458985,-0.10478988534051342
175000.0,75,52.243752,-6.955287,3,1,house,X91,176609.92159598536,1609.921595985361,0.009199551977059205
375000.0,104,53.376434,-6.371373,3,1,house,D15,378744.09550773347,3744.0955077334656,0.00998425468728924
295000.0,57,53.361929,-6.310533,2,1,apartment,D07,294459.57185716,-540.4281428399845,-0.0018319598062372356
235000.0,90,52.654922,-8.645438,3,2,house,V94,204114.1513414142,-30885.848658585805,-0.1314291432280247
230000.0,133,53.295196,-7.505702,4,3,house,R35,306287.1009587239,76287.10095872392,0.33168304764662576
875000.0,110,53.333619,-6.251281,2,2,house,D04,766654.0429454793,-108345.95705452072,-0.12382395091945225
110000.0,116,53.892414,-9.406272,3,2,house,F28,233711.71476075446,123711.71476075446,1.1246519523704952
269500.0,92,51.854779,-8.301504,3,2,house,P24,262308.19911801757,-7191.800881982432,-0.02668571755837637
240000.0,93,52.243217,-7.087828,3,2,house,X91,203421.93018935266,-36578.06981064734,-0.1524086242110306
265000.0,73,53.323502,-6.421325,3,1,house,K78,276363.1037715355,11363.103771535505,0.04287963687371889
250000.0,68,53.406429,-6.249535,2,2,apartment,D09,273887.81334748154,23887.81334748154,0.09555125338992616
550000.0,173,53.606073,-7.30121,4,3,house,N91,327432.249459102,-222567.750540898,-0.4046686373470873
225000.0,101,53.722073,-6.263479,3,2,house,A92,289325.0183185924,64325.018318592396,0.2858889703048551
175000.0,99,54.257271,-8.472771,2,3,house,F91,195338.09310324208,20338.093103242078,0.11621767487566902
495000.0,108,53.387104,-6.174588,3,1,house,D13,494680.03751192626,-319.9624880737392,-0.0006463888647954328
330000.0,113,52.375686,-6.450983,3,2,,Y35,282735.2427408947,-47264.757259105274,-0.14322653714880387
325000.0,85,53.394164,-6.209872,3,1,house,D05,351804.2202789803,26804.220278980327,0.08247452393532408
204950.0,129,53.52073,-7.329404,3,3,,N91,258470.68909249775,53520.68909249775,0.2611402248963052
175000.0,45,52.348005,-7.706216,2,1,,E91,159952.50572279724,-15047.494277202757,-0.08598568158401576
269990.0,176,54.00137,-6.3736,4,2,house,A91,371047.19271319144,101057.19271319144,0.37429976189189024
490000.0,82,53.326077,-6.260136,2,1,house,D06,535108.6974440722,45108.697444072226,0.09205856621239229
179500.0,100,52.180928,-8.9088,3,3,house,,201576.54833139104,22076.548331391037,0.12298912719437904
199000.0,81,53.794954,-9.50577,2,2,house,F28,188559.66555433525,-10440.334445664746,-0.05246399218927008
145000.0,60,53.512325,-7.139972,2,1,apartment,,121911.87108065159,-23088.12891934841,-0.1592284753058511
925000.0,169,53.253827,-6.21469,4,3,house,D18,948327.9844297089,23327.984429708915,0.02521944262671234
350000.0,120,53.557949,-6.781233,4,3,house,C15,290300.03554756485,-59699.964452435146,-0.17057132700695757
600000.0,148,53.354536,-6.266822,4,2,house,D01,727365.4847965364,127365.48479653639,0.21227580799422732
850000.0,390,53.698324,-6.252373,5,6,house,A92,1391338.1799136507,541338.1799136507,0.6368684469572361
335000.0,100,53.388775,-6.417367,3,2,house,D15,348443.8177963601,13443.81779636012,0.04013079939211976
360000.0,144,52.648135,-8.565206,3,3,house,V94,299798.37055320665,-60201.62944679335,-0.16722674846331487
350000.0,88,53.358183,-6.237847,3,1,house,D03,429384.015339812,79384.01533981197,0.22681147239946278
995000.0,173,53.323814,-6.216238,4,1,house,D04,1204129.5408517728,209129.54085177276,0.2101804430671083
149000.0,90,54.268735,-8.488851,3,1,house,F91,161802.63203550645,12802.632035506453,0.08592370493628491
625000.0,118,53.283707,-6.200066,3,1,house,A94,650311.631261844,25311.631261843955,0.040498610018950325
105000.0,68,53.091476,-7.904225,1,1,apartment,,124383.28815252369,19383.288152523688,0.1846027443097494
475000.0,83,53.335827,-6.280928,3,2,house,D08,411642.13678657584,-63357.86321342416,-0.13338497518615614
350000.0,161,52.168251,-9.699874,3,4,house,,310290.39191726083,-39709.60808273917,-0.11345602309354048
200000.0,84,52.336237,-6.457227,2,2,house,Y35,194071.23499772706,-5928.765002272936,-0.02964382501136468
1795000.0,236,53.279115,-6.127208,5,4,house,A96,1574147.4333850888,-220852.5666149112,-0.12303764156819565
155000.0,97,53.912218,-6.979703,3,2,house,A82,166524.3911148317,11524.391114831698,0.07435091041826902
365000.0,60,53.364294,-6.298326,2,1,house,D07,318457.8130273757,-46542.18697262427,-0.12751284102088842
170000.0,87,52.845234,-8.994041,3,1,house,V95,187999.39413217912,17999.39413217912,0.10587878901281836
325000.0,97,53.402442,-6.206967,3,2,house,D17,360780.45892186894,35780.458921868936,0.11009371975959673
315000.0,107,53.302356,-6.502299,3,2,house,D22,332451.96581687755,17451.96581687755,0.05540306608532555
360000.0,79,53.396561,-6.162924,3,1,house,D13,362102.2420483434,2102.2420483434107,0.005839561245398363
535000.0,126,53.364117,-6.316293,3,3,house,D07,559779.014288995,24779.01428899495,0.04631591455886906
359000.0,104,53.299561,-6.495231,3,3,house,D22,350663.01955561567,-8336.980444384331,-0.023222786753159697
345000.0,80,53.455963,-6.214387,3,2,house,K67,311686.5810888531,-33313.41891114687,-0.0965606345250634
450000.0,127,53.276047,-8.975259,3,2,house,H91,376785.8820616683,-73214.11793833168,-0.16269803986295928
475000.0,74,53.318872,-6.207988,2,1,house,D04,513798.0185513772,38798.01855137717,0.0816800390555309
290000.0,152,53.804649,-9.527528,4,2,house,F28,300666.78946217365,10666.789462173649,0.036782032628184996
425000.0,90,53.349115,-6.230311,2,2,apartment,D01,430856.07253249607,5856.072532496066,0.01377899419410839
800000.0,294,51.878853,-9.583406,2,1,apartment,V93,563260.0879401984,-236739.91205980163,-0.29592489007475203
275000.0,109,53.998128,-6.423809,4,2,house,A91,233931.10677555605,-41068.89322444395,-0.14934142990706892
695000.0,271,52.601447,-7.145148,5,5,house,,590569.1277875316,-104430.87221246841,-0.15026024778772434
350000.0,96,53.340699,-6.466906,3,3,house,K78,338711.24950546055,-11288.750494539447,-0.032253572841541275
320000.0,142,52.641613,-7.24169,4,2,house,R95,314367.5040389932,-5632.495961006789,-0.017601549878146217
150000.0,63,52.711965,-8.866863,2,2,apartment,V14,142253.43998479878,-7746.560015201219,-0.05164373343467479
465000.0,101,53.351917,-6.428859,4,3,house,K78,377915.80511619285,-87084.19488380715,-0.18727783845980034
450000.0,263,52.241577,-7.091457,6,2,house,X91,467188.5517621216,17188.551762121613,0.03819678169360358
365000.0,128,53.275975,-6.420091,4,3,house,D24,420804.747412755,55804.74741275498,0.15288971893905473
120000.0,56,53.946553,-8.08554,2,2,apartment,N41,101829.83778509698,-18170.162214903015,-0.15141801845752512
370000.0,57,53.351983,-6.285955,2,1,house,D07,317045.8139486803,-52954.1860513197,-0.14311942176032352
250000.0,71,53.321,-6.408668,3,1,,D22,274441.5294228383,24441.5294228383,0.0977661176913532
410000.0,64,53.352283,-6.288451,2,1,house,D07,323859.26358856866,-86140.73641143134,-0.21009935710105204
395000.0,147,52.24627,-7.086255,4,3,house,X91,317364.73760737875,-77635.26239262125,-0.19654496808258545
230000.0,99,51.902186,-8.50616,3,1,house,T23,246743.0873520459,16743.0873520459,0.07279603196541695
280000.0,72,53.270397,-9.060173,2,1,house,H91,257481.8197571343,-22518.180242865696,-0.08042207229594892
625000.0,100,53.375079,-6.252638,2,1,house,D09,453516.2049689022,-171483.79503109778,-0.27437407204975645
1800000.0,217,53.314308,-6.253698,5,2,house,D06,1518189.4408601806,-281810.55913981935,-0.1565614217443441
235000.0,88,52.707702,-8.501706,3,3,house,V94,216848.06245167382,-18151.937548326183,-0.07724228743968588
420000.0,116,52.6461158,-7.2400456,4,3,house,R95,284468.4410169425,-135531.5589830575,-0.3226941880548988
425000.0,91,53.163236,-6.085923,2,1,,A63,406027.25162308535,-18972.74837691465,-0.044641760886858
625000.0,115,53.3823554,-6.1701028,3,2,house,D05,537108.9152478206,-87891.08475217945,-0.14062573560348712
480000.0,95,53.3797385,-6.1932495,3,1,house,D03,472347.7753172777,-7652.224682722299,-0.015942134755671456
425000.0,77,53.3055588,-6.3024081,2,2,apartment,D6W,396687.1757158339,-28312.824284166098,-0.06661841008039082
445000.0,126,53.3768715,-6.587927,4,3,house,W23,441529.0729837627,-3470.927016237285,-0.007799835991544461
265000.0,49,53.198046,-6.101634,1,1,apartment,A98,240938.06323629373,-24061.936763706268,-0.09079976137247649
90000.0,103,53.930344,-7.072396,2,1,house,A82,157773.83351285468,67773.83351285468,0.7530425945872742
395000.0,225,53.277107,-7.471581,5,3,house,R35,467549.23733482964,72549.23733482964,0.18366895527804972
95000.0,60,53.727991,-7.799236,2,1,apartment,N39,95104.47232871184,104.47232871183951,0.0010997087232825211
245000.0,115,52.184437,-8.912184,3,2,house,,221774.04550118378,-23225.954498816223,-0.09479981428088255
220000.0,112,52.361644,-9.06068,3,2,house,,205211.91139350244,-14788.088606497564,-0.06721858457498893
195000.0,49,53.470044,-6.230555,1,1,apartment,K67,200166.00417726074,5166.0041772607365,0.026492329114157623
395000.0,146,51.807712,-8.396848,4,3,house,P43,403756.05607129604,8756.056071296043,0.022167230560243147
109000.0,104,53.906143,-8.565209,3,3,house,F45,153948.0860460727,44948.08604607271,0.41236776189057534
330000.0,118,51.824959,-8.383144,3,3,house,P43,305026.7704338581,-24973.229566141905,-0.07567645323073305
180000.0,186,53.883965,-7.476478,4,3,house,,252976.40785142395,72976.40785142395,0.4054244880634664
215000.0,59,51.892705,-8.476301,3,1,house,T12,242454.68855416658,27454.688554166583,0.12769622583333295
249500.0,97,52.797669,-6.177654,3,3,house,Y14,234441.26960273596,-15058.730397264037,-0.060355632854765674
375000.0,104,53.353407,-6.23559,3,2,house,D01,526456.2441307537,151456.24413075368,0.4038833176820098
474950.0,72,53.282285,-6.165565,2,1,house,A94,462157.4840438163,-12792.51595618372,-0.026934447744359873
375000.0,50,53.283929,-6.111936,1,1,apartment,A96,408977.82666388265,33977.826663882646,0.09060753777035373
850000.0,190,53.267774,-6.175567,3,2,house,D18,1063966.1196044742,213966.11960447417,0.25172484659349903
365000.0,67,53.349419,-6.241149,2,1,apartment,D01,342750.88540851034,-22249.114591489662,-0.06095647833284839
925000.0,116,53.375913,-6.255019,4,1,house,D09,590007.2213380265,-334992.77866197354,-0.36215435531024165
310000.0,56,53.35567,-6.286819,2,1,house,D07,314237.56699296786,4237.566992967855,0.013669570945057597
310000.0,140,53.551537,-6.766898,3,3,house,C15,341726.5232334438,31726.52323344379,0.10234362333368964
295000.0,134,52.277406,-9.715554,4,1,house,,224153.549264893,-70846.450735107,-0.2401574601190068
225000.0,85,53.394177,-6.400958,3,1,house,D15,301735.42433800007,76735.42433800007,0.34104633039111143
925000.0,156,53.290978,-6.164475,5,3,house,A94,932647.366052204,7647.3660522040445,0.008267422759139508
230000.0,98,53.14738,-7.184485,2,3,house,R32,226647.36792333855,-3352.6320766614517,-0.014576661202875877
230000.0,78,53.345763,-6.356436,2,1,house,D20,315545.5253635771,85545.52536357712,0.3719370667981614
319000.0,91,51.875498,-8.519553,3,2,house,T12,294100.7669908589,-24899.233009141113,-0.0780540219722292
130000.0,73,52.7192196,-7.5843059,2,2,apartment,E41,152634.3206706837,22634.320670683694,0.17411015900525917
395000.0,65,53.283483,-6.188836,2,2,apartment,D18,387424.0650060958,-7575.9349939042,-0.019179582263048608
795000.0,226,53.250101,-6.176883,5,3,house,D18,1243771.9622189535,448771.96221895353,0.5644930342376774
245000.0,98,52.630646,-8.645738,3,2,house,V94,211031.94413674128,-33968.05586325872,-0.13864512597248457
450000.0,74,53.275541,-6.094164,1,1,apartment,A96,449155.91431561066,-844.0856843893416,-0.001875745965309648
415000.0,179,52.26839,-6.394231,5,2,house,Y35,415311.1230058581,311.1230058580986,0.0007496939900195148
575000.0,91,53.335386,-6.278763,3,2,house,D08,433668.1520782696,-141331.84792173043,-0.24579451812474856
125000.0,99,53.717766,-7.799011,3,2,house,N39,142282.19921211113,17282.199212111125,0.138257593696889
575000.0,86,53.292101,-6.141702,2,1,house,A96,555783.8456613536,-19216.154338646447,-0.033419398849819905
439000.0,162,53.852258,-9.265041,4,3,house,F23,286390.5229915265,-152609.47700847348,-0.34762978817419926
220000.0,95,52.730379,-6.507727,3,1,house,,216536.48590905822,-3463.5140909417823,-0.015743245867917192
525000.0,117,53.374541,-6.393744,3,3,house,D20,436361.52291199524,-88638.47708800476,-0.16883519445334239
285000.0,132,52.276098,-9.716499,4,2,house,,253814.88578931487,-31185.114210685133,-0.10942145337082503
170000.0,108,53.796344,-9.437989,3,1,house,F28,194571.19081950924,24571.19081950924,0.14453641658534847
349000.0,120,53.725354,-6.36243,4,3,house,A92,285570.6990663013,-63429.300933698716,-0.1817458479475608
385000.0,189,54.785601,-7.754368,4,3,house,F93,278920.5254979603,-106079.47450203972,-0.2755311026027006
800000.0,334,51.878853,-9.583406,2,2,house,V93,611365.2472786205,-188634.7527213795,-0.23579344090172438
235000.0,70,53.208696,-6.651721,2,2,apartment,,210486.0687740299,-24513.931225970096,-0.10431460096157488
529950.0,93,53.267549,-6.148642,3,2,apartment,A96,552150.0892675617,22200.089267561678,0.041890912855102706
225000.0,98,52.699015,-7.048458,3,1,house,R21,179408.72779366517,-45591.272206334834,-0.20262787647259925
