floor_area,views,latitude,longitude,bathroom,type_house,code,price,inferred_price,difference,dif_per
111,8757.0,51.565247,-9.74596,1,house,,155000.0,244439.91114237873,89439.91114237873,0.13632353310539733
123,3360.0,53.271616,-6.315456,4,house,D16,545000.0,564481.4801696653,19481.4801696653,0.02969350229590217
68,3738.0,53.334713,-6.235442,2,house,D04,625000.0,553062.7473623066,-71937.25263769343,-0.0533311066151418
136,13170.0,53.370496,-9.822717,3,house,,190000.0,271924.457762686,81924.45776268601,0.1248685445603208
67,14573.0,53.351813,-6.253385,1,apartment,D01,320000.0,319495.62822282227,-504.3717771777301,-0.0003739189924003267
210,6065.0,55.14838357206398,-7.927997188026694,2,house,F92,350000.0,311799.85756983253,-38200.14243016747,-0.028319900940856745
39,3217.0,53.3412,-6.280352,1,apartment,D08,219000.0,240763.57859248386,21763.578592483856,0.03317185682375537
93,1887.0,52.101108,-7.601015,1,house,,165000.0,209578.82472479367,44578.82472479367,0.06794665614656029
109,12912.0,53.51207,-8.858666,1,house,H54,190000.0,156448.92628461006,-33551.07371538994,-0.02487328642337368
64,3767.0,54.113881,-9.158359,1,apartment,F26,85000.0,120311.48414226086,35311.48414226086,0.053821456394396235
108,2839.0,54.106897,-9.160302,1,house,F26,165000.0,174637.97427356266,9637.974273562664,0.01469011639400477
350,22615.0,54.232219,-8.559655,4,house,F91,725000.0,626928.9286811876,-98071.07131881244,-0.07270556726299329
160,1528.0,53.333289,-6.237203,3,house,,1300000.0,974640.656252866,-325359.343747134,-0.24120706884653878
167,15567.0,53.965632,-6.713534,2,house,,210000.0,347224.55904367974,137224.55904367974,0.20915647699923573
76,3709.0,53.341804,-6.26979,2,apartment,D08,420000.0,402670.9508427214,-17329.049157278612,-0.012846992820262524
62,1681.0,53.7218874,-6.8820914,2,apartment,A82,135000.0,106263.40517165352,-28736.594828346482,-0.02130404409889371
174,7607.0,53.560662,-10.086073,4,house,,390000.0,369647.44282476156,-20352.557175238442,-0.015088488325653317
63,12319.0,53.289824,-6.243814,1,house,D14,350000.0,380814.6639178372,30814.6639178372,0.04696744219756443
90,3464.0,53.370248,-6.304284,3,house,D07,395000.0,400414.9577982022,5414.957798202173,0.008253431485329074
90,3266.0,53.368813,-6.198441,2,house,D03,570000.0,489698.1090011017,-80301.8909988983,-0.0595322806088895
107,8746.0,53.376164,-6.594575,3,house,W23,389000.0,369126.1524430749,-19873.847556925088,-0.014733594126113284
360,9899.0,53.715529,-7.330676,3,house,N91,525000.0,523820.3234897872,-1179.6765102128265,-0.0008745601399930792
165,5645.0,53.920039,-7.872813,3,house,N41,249000.0,234540.69149648436,-14459.30850351564,-0.010719493657423394
56,2419.0,52.661005,-8.620588,2,apartment,V94,125000.0,151437.38502478838,26437.385024788382,0.04029563185622617
96,2286.0,53.644338,-6.656183,4,house,C15,295000.0,289937.7153083255,-5062.284691674518,-0.003752954619599029
98,1048.0,53.6306,-6.266692,3,house,K32,280000.0,277806.2054800503,-2193.7945199497044,-0.0016263825089957297
330,11573.0,53.432978,-6.175087,4,house,K36,1575000.0,1917884.5218470634,342884.52184706344,0.5226216000028923
250,6050.0,54.119692,-8.2848,4,house,,150000.0,319977.46187591995,169977.46187591995,0.25907816605861966
152,3164.0,53.721503,-8.994199,2,house,F12,375000.0,272355.6946742628,-102644.30532573722,-0.07609596127244567
80,1650.0,53.242694,-8.537798,1,house,H62,225000.0,197718.56745454087,-27281.43254545913,-0.020225250956182907
164,4330.0,53.321144,-6.262699,3,house,D06,1425000.0,1066205.5589138232,-358794.4410861768,-0.26599437549913973
70,2989.0,53.728189,-7.796245,1,house,N39,109000.0,101265.35194173382,-7734.648058266175,-0.005734126966225757
50,1604.0,53.292579,-6.194092,1,apartment,A94,325000.0,367108.6053596604,42108.6053596604,0.06418156931788188
232,9521.0,52.652738,-7.248715,4,house,R95,700000.0,618951.3948506445,-81048.60514935548,-0.060085861549346496
420,11063.0,52.671828,-7.258846,4,house,R95,920000.0,924971.0041132122,4971.004113212228,0.007576761147669118
279,2701.0,52.1130533877764,-9.714729158074022,4,house,V93,320000.0,496288.94636330154,176288.94636330154,0.26869807571047627
145,2817.0,53.724257,-7.781541,2,house,N39,195000.0,212413.4397903358,17413.439790335804,0.026541413172445502
127,2325.0,53.301781,-6.201957,3,house,A94,795000.0,798148.6732976246,3148.6732976245694,0.004799180399939154
149,6646.0,52.716313,-6.34921,2,house,,280000.0,388576.94114812464,108576.94114812464,0.16549202746329433
90,988.0,52.39542,-6.95903,1,house,,224000.0,190822.0986686129,-33177.90133138711,-0.024596632875074933
256,26446.0,52.914707,-6.247653,3,house,A67,1500000.0,786790.0824800915,-713209.9175199085,-0.5287423797208043
216,4815.0,51.935657,-8.40261,3,house,T45,575000.0,497167.1240025136,-77832.87599748641,-0.05770186177238131
114,3377.0,53.28773,-6.162841,2,apartment,A94,495000.0,663575.1749133044,168575.1749133044,0.2569408124909593
88,2651.0,53.274608,-9.043964,2,apartment,H91,330000.0,276356.0516378599,-53643.9483621401,-0.039769257574613234
345,3150.0,54.965248,-7.807763,4,house,F92,379000.0,435441.6724652515,56441.672465251526,0.08602790528930832
70,5187.0,52.469597,-9.450508,1,house,V31,150000.0,118066.75019500291,-31933.24980499709,-0.02367390312353832
267,6074.0,53.094265,-6.805649,5,house,,625000.0,528285.8692915227,-96714.13070847734,-0.07169959133665832
54,1268.0,53.338654,-6.235205,1,apartment,,350000.0,351404.8934822341,1404.8934822340962,0.002141326402147442
84,971.0,53.331921,-6.3133,2,house,D08,275000.0,386617.62327294,111617.62327293999,0.17012660865876747
273,9045.0,52.60894973645797,-9.103470490525222,3,house,,200000.0,438468.26809037075,238468.26809037075,0.36347125600174
196,3378.0,53.201946,-6.175049,3,house,A98,795000.0,817004.6261019686,22004.626101968577,0.0335392593370126
67,5110.0,52.206253,-8.280893,1,house,P61,220000.0,133101.9973098134,-86898.00269018661,-0.06442234692300332
116,6416.0,52.168122,-6.880791,2,house,Y34,295000.0,262903.71836016164,-32096.28163983836,-0.023794767736055177
117,5221.0,54.79766,-7.803358,3,house,F93,160000.0,166526.15439237584,6526.154392375844,0.009947107650227044
95,4040.0,53.29837,-9.023733,3,house,H91,260000.0,306014.7836716892,46014.78367168922,0.07013533225921302
265,4699.0,52.5636663,-8.7957753,4,house,V94,850000.0,553215.5765763881,-296784.4234236119,-0.22002288309554677
144,4298.0,52.663255,-7.251212,2,house,R95,435000.0,349872.44720704394,-85127.55279295606,-0.06310981344745471
97,4158.0,53.43589,-6.141017,2,house,D13,440000.0,448690.57653230586,8690.576532305859,0.013246101013235844
190,2534.0,53.616695,-6.939627,2,house,,340000.0,359903.2255654298,19903.225565429777,0.030336322952667177
97,1566.0,53.292006,-6.156874,2,house,A96,750000.0,647964.1457063684,-102035.85429363162,-0.0756448825104203
100,3960.0,52.159245,-6.989798,2,house,X91,250000.0,251008.09127932368,1008.0912793236785,0.0015365239425537385
111,7404.0,51.914299,-8.256814,3,house,T45,285000.0,278296.12840071315,-6703.871599286853,-0.0049699547576057095
77,3525.0,53.158807,-7.182554,1,house,R32,165000.0,173453.1751007419,8453.175100741908,0.012884255820170325
91,1930.0,52.701852,-8.890465,1,house,V14,150000.0,167171.1485253511,17171.148525351105,0.026172114937894373
62,4744.0,52.337153,-9.424207,1,house,,50000.0,108094.10911915619,58094.109119156186,0.08854653483640776
168,5373.0,54.300685,-8.17697,3,house,,298000.0,235856.35706376896,-62143.642936231045,-0.04607055628850753
204,1699.0,52.986891,-6.050358,2,house,A67,500000.0,617250.0205132166,117250.02051321662,0.17871145944674843
122,2486.0,52.665586,-7.81462,3,house,E41,275000.0,254737.61849976447,-20262.381500235526,-0.01502163605702563
74,662.0,53.637728,-6.650119,1,house,C15,230000.0,206790.7272830237,-23209.272716976295,-0.017206331244854895
160,1538.0,53.237114,-6.12804,4,house,D18,745000.0,739946.6775638113,-5053.322436188697,-0.003746310398624484
109,2322.0,53.376131,-6.319556,3,house,,449950.0,504859.2119622058,54909.21196220582,0.0836921423457707
231,11377.0,52.70721,-8.888247,3,house,V14,400000.0,429647.77904955635,29647.779049556353,0.04518888645058876
130,7634.0,53.605824,-6.183712,3,house,K32,325000.0,407957.5990091198,82957.59900911979,0.12644324944443636
216,25653.0,53.086921,-7.347796,3,house,R32,285000.0,442616.48025451927,157616.48025451927,0.24023766559571405
85,6666.0,51.90501,-8.419215,2,apartment,T23,225000.0,238664.71409408542,13664.714094085415,0.020827638135903666
102,5047.0,53.282194,-6.111246,3,house,A96,795000.0,670948.7014311105,-124051.2985688895,-0.09196616199737538
74,2157.0,51.91096,-8.271957,3,house,T45,195000.0,226854.76384262135,31854.763842621353,0.048552753438577616
123,1757.0,54.040088,-7.327555,2,house,H12,225000.0,216543.82033809405,-8456.179661905946,-0.006269038677042807
152,8504.0,52.216466,-10.330577,2,house,,340000.0,275090.93748386373,-64909.06251613627,-0.048120716407831415
70,3095.0,53.651915,-7.885428,1,house,,89500.0,113119.95114295578,23619.951142955775,0.03600132368712639
114,1482.0,53.234341,-7.736337,3,house,,235000.0,219639.54688630017,-15360.453113699827,-0.011387562530215061
207,7157.0,53.313245,-8.279701,4,house,,375000.0,372775.43482460664,-2224.5651753933635,-0.0016491945159311143
117,1335.0,52.676894,-8.612572,2,house,V94,295000.0,268075.92437845556,-26924.07562154444,-0.01996032229251905
210,17446.0,53.125382,-6.472781,4,house,,925000.0,570694.0736736878,-354305.92632631224,-0.2626667886032712
75,28970.0,53.33054,-6.268504,1,house,D08,550000.0,417802.2948773324,-132197.7051226676,-0.09800554855329432
112,2185.0,53.930912,-6.40782,3,house,A91,245000.0,256351.5267858638,11351.526785863796,0.017301898199854934
97,7569.0,54.632053,-8.360163,1,house,F94,100000.0,138500.2863492789,38500.286349278904,0.05868180092831442
220,6245.0,54.356194,-8.037665,2,house,F91,169000.0,451905.742727473,282905.742727473,0.4312024675764897
117,8343.0,51.903573,-8.470943,2,house,T23,350000.0,302902.1968895893,-47097.80311041069,-0.034916234175228385
118,1768.0,52.515545,-6.281747,3,house,,165000.0,324438.8183212887,159438.81832128868,0.24301525739563204
91,1523.0,53.260444,-6.20916,3,house,D18,495000.0,480131.03117351816,-14868.96882648184,-0.011023197754522263
120,3525.0,54.018214,-7.947464,3,house,,169000.0,171858.9197470863,2858.9197470863,0.004357540563375251
50,7936.0,53.357198,-6.266684,1,house,D01,299000.0,280137.56432249193,-18862.435677508067,-0.013983777962787262
55,1946.0,53.398737,-6.256362,1,apartment,D09,184950.0,224129.75400686724,39179.75400686724,0.05971743961053356
126,779.0,52.653851,-8.557792,3,house,V94,355000.0,288557.4054298902,-66442.5945701098,-0.04925760944265585
246,9878.0,52.230281388673234,-7.065116154398595,4,house,X91,645000.0,577935.5970991072,-67064.40290089278,-0.049718590716853056
147,9762.0,51.892285,-8.487575,2,house,T12,335000.0,406457.31064353767,71457.31064353767,0.10891461014121362
74,8157.0,53.282963,-6.243665,2,apartment,D16,450000.0,398036.63180306315,-51963.36819693685,-0.03852334955506253
131,4113.0,53.286822,-6.259038,2,house,D16,525000.0,660696.3169149171,135696.3169149171,0.20682714366501773
81,7172.0,52.66535,-8.632817,2,apartment,V94,350000.0,225496.23717067228,-124503.76282932772,-0.0923015990460281
270,2592.0,53.287103,-9.083332,3,house,H91,795000.0,541134.8874722434,-253865.1125277566,-0.18820439877333722
220,3945.0,52.444799,-9.486778,3,house,V31,495000.0,421259.7445030777,-73740.2554969223,-0.054667773421104265
118,11090.0,52.6828228,-9.6444116,3,house,,175000.0,248283.33905292978,73283.33905292978,0.11169782672919626
95,3875.0,53.726647,-6.879898,2,house,A82,195000.0,186651.5983197479,-8348.401680252107,-0.006189136834539944
75,2642.0,53.277788,-6.21514,2,apartment,A94,320000.0,432445.99595540774,112445.99595540774,0.17138920708221883
105,8231.0,53.091268,-6.113186,2,house,A63,275000.0,349644.5051618158,74644.50516181579,0.11377250424996523
146,1523.0,53.293078,-6.138213,1,house,A96,650000.0,902392.2055819826,252392.20558198262,0.38469400018105354
123,1405.0,53.301232,-6.264922,1,house,D14,675000.0,658807.7112058665,-16192.288794133463,-0.012004248819068971
218,9326.0,53.330381,-6.216062,4,house,D04,1595000.0,1473093.3187136769,-121906.68128632312,-0.09037623732342011
93,4891.0,53.727358,-8.997671,2,house,F12,200000.0,140050.5140103591,-59949.4859896409,-0.044443905092383884
182,5197.0,52.626521,-7.218027,3,house,R95,595000.0,467054.6986386878,-127945.30136131222,-0.09485300393903637
50,1722.0,53.280092,-6.265991,2,house,D16,325000.0,347468.9373097912,22468.937309791218,0.03424695843356085
220,2421.0,53.32464,-6.252849,3,house,D06,1250000.0,1210751.8057892607,-39248.19421073934,-0.029096880311049993
105,2088.0,52.70141,-6.967089,2,house,R21,239500.0,187086.84325634397,-52413.15674365603,-0.03885680294756506
56,1367.0,52.453483,-9.065112,2,house,V42,160000.0,147472.47511064066,-12527.524889359338,-0.009287354479092146
115,2139.0,52.493481,-8.160234,1,house,E34,225000.0,177064.79247233347,-47935.20752766653,-0.035537048879976524
135,1095.0,54.795374,-7.794873,3,house,F93,275000.0,201474.20925577905,-73525.79074422095,-0.05450877871151881
80,2104.0,53.37632682811761,-6.331572667842806,2,apartment,D15,290000.0,311277.26079967536,21277.260799675365,0.032430615482156366
88,5328.0,52.541943,-6.955143,1,house,R95,100000.0,205340.33279982937,105340.33279982937,0.16055881722546603
118,3174.0,52.663464,-7.795671,1,house,E41,245000.0,236715.96888436447,-8284.031115635531,-0.006141415336726657
76,22304.0,53.511293,-6.400675,2,apartment,A84,190000.0,220039.30138367572,30039.301383675716,0.04578564138018454
105,18646.0,54.20836,-10.048735,2,house,,155000.0,198238.40590213414,43238.40590213414,0.06590360145864768
334,14989.0,52.155607,-10.293522,3,house,V92,295000.0,777033.3928060835,482033.39280608355,0.7347110964533483
124,2550.0,51.622348,-8.895417,2,house,P85,355000.0,299759.2420755244,-55240.75792447559,-0.040953061763548446
307,18717.0,51.779289,-10.036807,7,house,,385000.0,768258.5994627055,383258.59946270555,0.5841594172495372
92,928.0,53.639239,-6.691975,3,house,C15,285000.0,274855.71183451643,-10144.288165483566,-0.007520527874658516
77,5467.0,53.275293,-9.071103,1,house,H91,340000.0,277305.98052569234,-62694.01947430766,-0.04647858118179149
106,1516.0,54.1154509,-7.5866534,2,house,H14,165000.0,147630.56352989253,-17369.436470107466,-0.012876934192881002
65,12057.0,52.390024,-6.943886,1,house,Y34,165000.0,136129.52448320412,-28870.47551679588,-0.02140329733706453
68,16520.0,51.742849,-8.753396,1,house,P72,125000.0,176788.99396535213,51788.99396535213,0.07893633326728208
139,8691.0,52.197708,-8.148303,2,house,,375000.0,254275.41623843357,-120724.58376156643,-0.08949988235001288
227,6637.0,51.555489,-9.292293,4,house,P81,845000.0,560069.9930766954,-284930.00692330464,-0.21123454149147888
650,23117.0,52.26928749027228,-8.270610784662608,5,house,P67,850000.0,953051.7513032294,103051.75130322936,0.15707058125305434
120,3682.0,54.253921,-8.167485,2,house,,69000.0,179014.2985331401,110014.2985331401,0.16768283506314222
106,2005.0,53.907588,-8.584511,1,house,F45,250000.0,130675.59130251472,-119324.40869748528,-0.08846185430634462
85,2211.0,53.33539,-7.044651,2,house,R45,187500.0,176997.02387220404,-10502.976127795962,-0.007786443311490574
203,5851.0,53.859527,-7.29302,3,house,,240000.0,304136.83072415437,64136.830724154366,0.097756798445171
173,1239.0,52.727571,-9.609625,2,house,V15,249950.0,233070.18633983165,-16879.81366016835,-0.012513949434350118
116,4467.0,52.635241,-8.635413,2,house,V94,280000.0,262708.09509837977,-17291.904901620233,-0.01281945570720882
94,5427.0,53.370452,-6.250758,1,house,,450000.0,484348.5785445983,34348.578544598306,0.05235380407404273
142,4218.0,53.062792,-8.822493,3,house,H91,299000.0,396816.5109712742,97816.51097127423,0.1490910735635634
111,6961.0,52.243485,-7.080068,3,house,X91,360000.0,233384.24944849755,-126615.75055150245,-0.09386733360289874
311,4484.0,51.955119,-7.851947,3,house,P36,570000.0,479038.08771244757,-90961.91228755243,-0.06743515027682297
53,6792.0,53.354266,-6.231257,1,house,D01,335000.0,278059.159679212,-56940.840320787975,-0.04221342787717945
260,9545.0,53.177419,-7.373167,3,house,,345000.0,432142.9807328489,87142.98073284893,0.13282257179265777
60,8587.0,53.352511,-6.234281,1,house,D01,299000.0,286159.05614630244,-12840.943853697565,-0.009519709477225214
79,777.0,52.67541,-7.604434,3,house,E41,165000.0,169743.46046627098,4743.460466270975,0.007229941104016135
98,12221.0,53.335434,-6.269591,2,house,D08,695000.0,527610.3343889456,-167389.6656110544,-0.12409531606574727
113,630.0,53.993057,-6.404823,1,house,A91,190000.0,233725.70807706926,43725.708077069256,0.06664634318690532
107,3479.0,53.515262,-6.406701,3,house,A84,360000.0,356644.2391033634,-3355.7608966365806,-0.002487813137023739
197,7920.0,53.195051,-6.121742,4,house,A98,695000.0,818221.6007680849,123221.60076808487,0.18781329002963176
195,16857.0,51.83433,-10.170996,3,house,V23,275000.0,407877.76836444286,132877.76836444286,0.2025311365276886
183,7149.0,51.532016,-9.5451,3,house,P81,750000.0,537909.7724413907,-212090.22755860933,-0.15723434136308923
137,3123.0,53.280572,-6.285003,3,house,D14,650000.0,705981.0105326013,55981.01053260127,0.08532576838617484
142,4252.0,53.51518,-8.062421,2,house,,290000.0,240919.68810180976,-49080.31189819024,-0.03638597876026314
102,10377.0,52.760541,-7.174974,2,house,,220000.0,175491.61608779838,-44508.38391220162,-0.032996552977136266
89,1074.0,53.253876,-6.208672,2,apartment,D18,395000.0,412246.8956798079,17246.895679807873,0.02628756809059025
60,2597.0,53.356209,-6.242235,1,house,D03,295000.0,301123.7993815794,6123.799381579389,0.00933384164924548
102,2455.0,53.361538,-6.279367,3,house,D07,595000.0,517430.69069595216,-77569.30930404784,-0.05750646504936818
93,7950.0,51.875091,-8.351803,3,house,T12,265000.0,283097.1893514092,18097.189351409208,0.027583578294640324
95,3236.0,53.336234,-6.354726,2,house,D10,265000.0,324534.4610153701,59534.46101537009,0.09074190664412751
75,7478.0,53.965307,-6.400359,1,house,A91,225000.0,153676.70519433398,-71323.29480566602,-0.052875945354508694
298,4700.0,53.359036,-6.245783,3,house,D03,750000.0,1404418.971110613,654418.9711106131,0.9974596925860164
99,17959.0,53.469681,-9.102531,1,house,,99500.0,182388.4373379199,82888.4373379199,0.12633783382792893
167,2985.0,52.138363,-8.631126,3,house,P51,267000.0,276269.6309982536,9269.63099825359,0.014128690783844981
140,1595.0,52.637578,-9.495006,1,house,V15,120000.0,205291.8276517092,85291.8276517092,0.13000106039895584
145,9624.0,53.366176,-6.26245,4,house,D09,625000.0,708875.4436208572,83875.4436208572,0.12784222020274372
85,15217.0,51.5604,-9.5229,1,house,P81,675000.0,267607.2340552134,-407392.7659447866,-0.30202303032427236
84,16837.0,52.16254429042067,-8.863543898633566,1,house,P51,70000.0,134452.59970455052,64452.59970455052,0.09823809077320303
130,7059.0,53.285083,-6.257626,1,house,D16,545000.0,645298.010606877,100298.01060687704,0.15287335368218535
67,3803.0,53.313047,-6.248235,1,apartment,D06,375000.0,461641.84468119044,86641.84468119044,0.13205874459005892
111,4990.0,53.614275,-8.750231,2,house,,260000.0,181846.83017585892,-78153.16982414108,-0.057939313490248855
62,3035.0,53.405983,-6.251682,2,apartment,D09,250000.0,260090.0934739144,10090.0934739144,0.015379232539017705
71,5366.0,53.301959,-6.182782,1,apartment,A94,450000.0,432156.35937511513,-17843.640624884865,-0.013228488240450028
345,12511.0,52.45640784181052,-7.023368195670173,3,house,,180000.0,566003.414455519,386003.41445551906,0.5883430403408588
107,5917.0,53.646371,-6.654727,3,house,C15,260000.0,283078.45731965627,23078.45731965627,0.0351759835207053
297,4157.0,53.323033,-6.270872,4,house,D06,1400000.0,1692282.5351398813,292282.5351398813,0.44549449285389076
104,3072.0,53.305892,-6.277082,3,house,D06,525000.0,670764.0404637292,145764.04046372918,0.22217228015914564
175,3564.0,53.369404,-6.498054,3,house,W23,695000.0,539253.7841642995,-155746.2158357005,-0.11546337588775832
101,3493.0,53.272493,-6.137954,1,house,A96,449950.0,605997.5521376777,156047.55213767767,0.23784631903303952
110,5593.0,52.5457,-9.4733,1,house,,144000.0,175315.17993001651,31315.179930016515,0.0477303243413927
84,12835.0,51.782958,-8.683587,1,house,T12,195000.0,270106.76931336557,75106.76931336557,0.11447708324118222
145,3576.0,51.579278,-8.895581,2,house,P85,395000.0,300520.14630407415,-94479.85369592585,-0.07004319689295797
115,9393.0,53.281648,-6.427169,3,house,D22,460000.0,353719.03412647813,-106280.96587352187,-0.07879202102293105
132,2646.0,52.501827,-6.570133,2,house,Y21,155000.0,230651.7293286143,75651.72932861431,0.11530770654716489
131,6207.0,54.049755,-8.73756,3,house,,195000.0,191659.50710514706,-3340.4928948529414,-0.002476494113832453
200,9274.0,52.868649,-7.386443,3,house,R32,495000.0,359667.8372621294,-135332.1627378706,-0.10032929719711511
140,9487.0,53.62314835867864,-9.218021083057351,1,house,F31,150000.0,190796.8930534375,40796.893053437496,0.06218226885214821
83,1051.0,53.361887,-6.254502,1,house,D01,525000.0,387758.45448095864,-137241.54551904136,-0.10174482938576557
102,3464.0,53.277254,-6.338675,1,house,D24,425000.0,346463.04360168584,-78536.95639831416,-0.05822383593104554
250,19780.0,53.323702,-6.256045,2,house,D06,2150000.0,1462329.0673884396,-687670.9326115604,-0.5098089025994396
80,1734.0,53.700073,-6.367822,1,house,A92,200000.0,172474.4789188889,-27525.521081111103,-0.020406207432015405
185,8579.0,52.677578,-6.296772,3,house,Y25,475000.0,478356.06050757313,3356.060507573129,0.005115278177988742
100,11453.0,52.679834,-7.815419,2,house,E41,130000.0,173139.2030916745,43139.20309167451,0.06575239739948541
200,16827.0,51.722554,-9.450946,3,house,P75,475000.0,521851.5731108398,46851.57311083982,0.07141075942984941
117,4393.0,53.39321129800689,-6.241973530443971,1,house,D09,445000.0,480537.5894755861,35537.58947558608,0.054166084172970384
52,2513.0,53.355001,-6.25218,1,house,,230000.0,261209.76699267543,31209.76699267543,0.047569654860958197
210,15473.0,52.762531,-8.89736,3,house,,500000.0,370302.93050984194,-129697.06949015806,-0.09615168757538549
214,5602.0,52.152291,-8.600412,4,house,P51,450000.0,370243.44217928965,-79756.55782071035,-0.059127994640210776
60,5285.0,53.523151,-6.164731,1,house,K45,260000.0,223899.2456107831,-36100.75438921689,-0.026763507231989645
85,11021.0,53.304236,-6.199366,2,house,A94,645000.0,570092.4494802282,-74907.55051977176,-0.05553315447239965
68,7992.0,52.828285,-6.226502,1,house,,350000.0,247878.3004400984,-102121.69955990161,-0.07570852440498789
199,1990.0,52.113561,-9.665005,2,house,V93,280000.0,321160.57312309806,41160.57312309806,0.0627365868448978
121,8932.0,53.309189,-6.215483,4,house,A94,945000.0,744849.7558651943,-200150.24413480575,-0.14838256421551102
65,1818.0,53.395414,-6.272372,2,apartment,D11,180000.0,323127.7019371739,143127.7019371739,0.21815399595233584
271,3806.0,52.982871,-7.929085,2,house,,195000.0,364378.2931365678,169378.2931365678,0.25816491828778093
49,1594.0,53.29813,-6.194558,1,apartment,A94,325000.0,366972.17346958636,41972.173469586356,0.06397362102001815
240,3341.0,53.344307,-6.242574,5,house,D02,1050000.0,1357136.2147390768,307136.2147390768,0.4681343418509952
195,1714.0,53.281181,-6.440414,3,apartment,D22,400000.0,570695.2337821395,170695.2337821395,0.26017218774278567
67,6577.0,53.252929,-6.206286,2,apartment,D18,295000.0,338578.3926845585,43578.39268455852,0.06642180634947598
38,27040.0,53.332414,-6.242581,1,apartment,D04,250000.0,262757.48825587897,12757.488255878969,0.019444852419670908
85,1692.0,52.656223,-7.246757,2,apartment,R95,170000.0,215157.2781353072,45157.27813530719,0.06882832979371474
121,5607.0,54.288827,-8.047026,2,house,F91,160000.0,206565.8214996381,46565.821499638114,0.07097521931434589
122,2201.0,54.315558,-6.982949,1,house,,280000.0,193497.2513934704,-86502.74860652961,-0.0641293229764016
193,21383.0,53.338781,-6.32245,4,house,D08,895000.0,868282.0537278589,-26717.946272141067,-0.01980750708334075
83,2564.0,51.817475,-8.396976,1,house,P43,240000.0,292656.34550121304,52656.34550121304,0.08025834291937942
142,9371.0,53.289992,-9.081087,3,house,H91,480000.0,408544.66436018347,-71455.33563981653,-0.05297383460584137
116,7672.0,52.754835,-6.838949,2,house,,260000.0,225590.90058339995,-34409.099416600046,-0.02550938883863038
67,2249.0,53.351197,-6.290207,1,house,D08,425000.0,339938.47212960816,-85061.52787039184,-0.06306086548161756
109,2026.0,52.976196,-6.046364,3,house,A67,315000.0,402988.48218961596,87988.48218961596,0.13411127774462098
40,2430.0,53.332118,-6.235675,1,apartment,D04,350000.0,344920.35988697154,-5079.640113028465,-0.003765821163602866
104,2559.0,51.907802,-8.994032,1,house,P12,225000.0,237774.20951514324,12774.209515143244,0.0194703388173178
61,6476.0,53.339662,-6.233057,1,house,,450000.0,342262.43292984454,-107737.56707015546,-0.07987188091283606
177,4063.0,53.833608,-7.074582,3,house,A82,295000.0,283248.3327087526,-11751.667291247402,-0.008712167871793292
69,693.0,53.426754,-9.326134,1,apartment,,147500.0,165165.5876282343,17665.587628234294,0.02692573470953301
130,3969.0,53.093,-6.071323,3,house,A63,475000.0,493769.38747858105,18769.387478581048,0.028608136821951704
193,3926.0,53.858473,-6.375848,2,house,A92,395000.0,443026.1654849802,48026.165484980214,0.07320106289008624
251,2697.0,53.416078,-7.103283,3,house,,450000.0,462588.37791081914,12588.377910819137,0.019187095905506556
148,4567.0,52.4925413,-8.4008777,2,house,,285000.0,249032.96996604523,-35967.03003395477,-0.026664369892349455
112,2702.0,51.869739,-8.410646,3,house,T12,365000.0,352312.0434041568,-12687.956595843192,-0.009406291471112556
65,2757.0,53.283718,-6.427273,1,apartment,D22,225000.0,208121.69156852996,-16878.30843147004,-0.012512833524174982
115,11492.0,52.257872,-7.107662,3,house,X91,210000.0,233264.11125244747,23264.111252447474,0.03545895562711448
86,7131.0,53.534038,-6.094354,3,house,K56,295000.0,339524.1672642678,44524.1672642678,0.06786334772155982
74,3042.0,54.004996,-6.399557,1,house,A91,175000.0,149397.22315706388,-25602.776842936117,-0.018980769648392987
135,7179.0,54.27938,-8.479772,2,house,F91,169000.0,239564.73127103722,70564.73127103722,0.1075541484403678
167,4997.0,53.715373,-6.252667,2,house,A92,350000.0,529324.3442282539,179324.34422825393,0.2733246026831179
93,8604.0,52.602467,-6.21273,1,house,Y25,300000.0,296258.5232972195,-3741.476702780521,-0.0027737658253229485
57,1112.0,53.244368,-6.66674,1,apartment,W91,215000.0,172759.8081263276,-42240.19187367239,-0.031315015428855814
195,1324.0,53.295099,-6.903627,3,house,W91,465000.0,445163.07949173875,-19836.920508261246,-0.014706218040746327
117,1186.0,53.287459,-6.321889,2,house,D16,575000.0,581066.8411277196,6066.841127719614,0.009247026375096582
200,5556.0,54.641953,-8.224298,3,house,,269000.0,277859.3410888484,8859.341088848421,0.01350333047955568
121,4196.0,53.301307,-6.367894,2,house,D24,345000.0,380129.4274179965,35129.427417996514,0.05354396712187446
121,7536.0,51.855121,-8.031064,3,house,P25,275000.0,261623.3636890768,-13376.636310923204,-0.009916848240545992
142,12279.0,53.087625,-7.898687,3,house,,230000.0,274537.9795245095,44537.979524509516,0.06788440024824809
96,4651.0,53.296766,-6.159767,2,apartment,A94,725000.0,618825.9980851326,-106174.00191486743,-0.07871272266118087
94,5172.0,53.709072,-6.354394,1,house,A92,215000.0,205086.21189397323,-9913.788106026768,-0.007349645295814438
78,6263.0,53.268879,-6.246076,2,apartment,D18,345000.0,343364.67462281295,-1635.3253771870513,-0.0012123581154878812
120,8480.0,52.060644,-9.488312,3,house,V93,280000.0,268597.04525486793,-11402.954745132069,-0.008453647768605894
