price,floor_area,latitude,longitude,bedroom,bathroom,type_house,place,predicted_price,residual,res_percentage
465000.0,224,51.9321349663947,-8.051433426442912,4,4,house,Midleton,482786.1982361206,17786.198236120574,0.03824988867982919
595000.0,129,53.198286,-6.117025,4,2,house,Bray,572863.9114161115,-22136.088583888486,-0.03720351022502266
695000.0,127,53.378529,-6.369135,4,2,house,Dublin 15,499131.9816268537,-195868.0183731463,-0.2818244868678364
460000.0,625,53.547007,-6.143487,8,2,house,Skerries,1096835.2326880302,636835.2326880302,1.3844244188870223
600000.0,320,52.680806,-6.304619,4,3,house,Gorey,667540.6545381079,67540.65453810792,0.1125677575635132
425000.0,73,53.33921,-6.226182,2,1,house,Dublin 4,470052.64362680085,45052.643626800855,0.10600622029835495
699000.0,301,54.272705,-8.410702,4,3,house,Sligo,487979.3768953885,-211020.62310461153,-0.3018893034400737
160000.0,118,53.613735,-9.217194,4,3,house,Ballinrobe,203231.9540058534,43231.95400585339,0.2701997125365837
225000.0,85,53.700594,-6.365124,3,1,house,Drogheda,204376.40416757483,-20623.59583242517,-0.09166042592188964
280000.0,40,53.353268,-6.281897,2,1,house,Dublin 7,301928.2684079494,21928.26840794942,0.07831524431410508
1650000.0,300,53.331704,-6.243431,5,3,house,Dublin 4,1937903.4260616642,287903.42606166424,0.17448692488585713
395000.0,124,53.371105,-6.281891,3,2,house,Dublin 11,535067.4541325719,140067.45413257193,0.3546011497027138
1500000.0,200,53.327535,-6.26108,3,3,house,Dublin 6,1479193.0631029378,-20806.93689706223,-0.013871291264708154
228000.0,91,53.311017,-8.73431,3,2,house,Athenry,239636.1709830477,11636.17098304769,0.05103583764494601
210000.0,105,52.514462,-6.580044,3,3,house,Enniscorthy,226281.0767243754,16281.076724375394,0.07752893678273998
250000.0,65,53.406619,-6.250547,2,2,apartment,Dublin 9,266819.6740965253,16819.674096525298,0.06727869638610119
375000.0,71,53.376203,-6.244465,2,2,apartment,Dublin 9,331474.138500668,-43525.86149933201,-0.11606896399821869
205000.0,86,53.428785,-7.484756,4,1,,Mullingar,202265.02730975882,-2734.9726902411785,-0.01334133019629843
255000.0,77,53.282771,-6.424855,2,2,apartment,Dublin 24,255418.67704722978,418.6770472297794,0.0016418707734501153
335000.0,50,53.328829,-6.2508,1,1,apartment,Dublin 6,374620.3318732051,39620.33187320508,0.11826964738270174
395000.0,130,53.339893,-6.438586,3,3,house,Lucan,401063.4709532638,6063.470953263808,0.015350559375351413
350000.0,69,53.368882,-6.191405,2,1,apartment,Dublin 3,341697.73561301944,-8302.264386980562,-0.023720755391373034
375000.0,63,53.228384,-6.656718,3,1,,Naas,256569.6598453159,-118430.34015468409,-0.3158142404124909
115000.0,60,52.262629,-7.118925,2,2,apartment,Waterford,151334.33992226157,36334.33992226157,0.3159507819327093
265000.0,110,51.881198,-9.589337,3,2,house,Kenmare,269025.7237074526,4025.723707452591,0.01519141021680223
335000.0,139,51.842993,-8.199942,3,3,house,Midleton,338302.91772751283,3302.9177275128313,0.009859455903023378
260000.0,67,53.379952,-6.290548,2,2,apartment,Dublin 11,286446.9909246077,26446.99092460767,0.10171919586387566
295000.0,60,53.348851,-6.27907,1,1,apartment,Dublin 7,292365.4328007189,-2634.567199281126,-0.00893073626874958
250000.0,66,53.337438,-6.352699,2,1,house,Dublin 10,272793.8085378492,22793.808537849225,0.0911752341513969
310000.0,87,53.361542,-6.247744,4,2,apartment,Dublin 1,425782.77828091197,115782.77828091197,0.37349283316423215
340000.0,109,53.263076,-9.119264,4,4,house,Galway,351865.73299703427,11865.732997034269,0.03489921469715961
485000.0,102,53.399077,-6.144612,3,1,house,,412031.827664316,-72968.17233568401,-0.15044983986738972
130000.0,66,52.1382857,-8.6420629,1,1,apartment,Mallow,126509.78871724106,-3490.2112827589444,-0.026847779098145726
249000.0,107,53.6428558,-6.6806283,3,1,house,Trim,260423.881941562,11423.881941561995,0.04587904394201604
685000.0,257,51.744539,-8.437144,5,3,house,Kinsale,840202.4559616302,155202.4559616302,0.226572928411139
295000.0,99,51.943654,-8.395382,3,2,house,Glanmire,251578.21289374394,-43421.78710625606,-0.14719249866527478
475000.0,163,53.18153,-6.710763,4,3,house,Naas,414510.4841612935,-60489.51583870652,-0.127346349134119
230000.0,102,53.423734,-7.961636,3,3,house,Athlone,242934.16590384342,12934.165903843415,0.05623550392975398
520000.0,320,53.230345,-6.821353,4,3,house,Newbridge,630018.9313661908,110018.93136619078,0.21157486801190534
350000.0,92,53.353585,-6.235977,3,1,house,Dublin 1,428725.184673991,78725.184673991,0.2249290990685457
330000.0,98,53.526625,-6.172842,3,2,house,Lusk,329307.1985864589,-692.8014135410776,-0.0020993982228517502
895000.0,149,53.365536,-6.268675,3,2,house,Dublin 9,706490.0153811717,-188509.98461882828,-0.2106256811383556
430000.0,245,51.924117,-8.17502,5,3,house,Midleton,480861.78853581904,50861.78853581904,0.11828322915306753
365000.0,89,53.318829,-6.338271,3,2,house,Dublin 12,354702.1681787161,-10297.831821283908,-0.028213237866531255
695000.0,126,52.813406,-8.720577,3,4,house,,283689.02280590404,-411310.97719409596,-0.5918143556749582
180000.0,95,55.289493,-7.199547,3,1,,,174380.7243380911,-5619.275661908905,-0.03121819812171614
180000.0,99,52.666049,-7.815399,3,3,house,Thurles,203397.12092629515,23397.120926295145,0.12998400514608413
470000.0,170,51.768571,-8.656887,4,4,house,Cork city southside,478078.44566417066,8078.445664170664,0.017188182264192903
285000.0,88,53.285524,-6.35024,3,1,house,Dublin 24,315794.4138750165,30794.4138750165,0.1080505750000579
290000.0,88,52.643062,-7.258764,2,2,apartment,Kilkenny,201696.28551108408,-88303.71448891592,-0.30449556720315835
475000.0,115,53.376077,-6.319594,3,3,house,,479566.09760726686,4566.097607266856,0.009612837067930225
550000.0,185,53.106989,-6.058067,4,2,house,Greystones,762476.5200244666,212476.52002446656,0.3863209454990301
498000.0,200,53.257592,-9.177207,4,3,house,Galway,478609.65147243184,-19390.34852756816,-0.03893644282644209
230000.0,47,53.317718,-6.292959,1,1,apartment,Dublin 6W,285623.06462580664,55623.06462580664,0.2418394114165506
120000.0,56,53.340081,-7.045232,3,2,house,Edenderry,200553.37078558846,80553.37078558846,0.6712780898799038
325000.0,120,52.251046,-6.342073,3,2,house,Wexford,289220.571181395,-35779.428818605025,-0.11009055021109239
105000.0,78,52.636769,-9.488885,2,2,apartment,Kilrush,155423.58432632172,50423.584326321725,0.48022461263163546
375000.0,78,53.369816,-6.29937,2,1,house,Dublin 11,328124.9037198725,-46875.09628012747,-0.1250002567470066
275000.0,146,52.88294,-6.708776,3,1,house,,271801.9771225316,-3198.0228774683783,-0.011629174099885013
715000.0,210,53.381994,-6.373959,4,2,house,Dublin 15,718936.4954776405,3936.4954776405357,0.005505588080616134
155000.0,72,52.346438,-7.394513,3,1,,Carrick on Suir,166196.8394168339,11196.839416833885,0.07223767365699281
390000.0,163,52.64544,-6.312405,4,2,,Gorey,409619.9802951686,19619.980295168585,0.05030764178248355
725000.0,144,53.174538,-6.07841,3,3,house,Greystones,686138.7382872932,-38861.261712706764,-0.05360174029338864
350000.0,350,52.516815,-7.887316,5,4,house,Cashel,564714.7996455696,214714.79964556964,0.613470856130199
255000.0,103,51.950022,-7.731775,3,3,house,Youghal,251424.93722339207,-3575.062776607927,-0.01401985402591344
349950.0,223,53.0434,-6.911101,4,4,house,,455078.03358079155,105128.03358079155,0.30040872576308486
238000.0,98,51.910602,-8.982603,3,2,house,Macroom,230458.24385045795,-7541.756149542052,-0.03168805104849602
349950.0,223,53.0442588167345,-6.911822900646001,4,4,house,,466377.5394162901,116427.53941629012,0.33269764085237924
140000.0,66,51.623594,-8.883007,2,2,apartment,Clonakilty,198389.32284132089,58389.322841320885,0.4170665917237206
159950.0,99,52.385219,-9.294892,3,1,house,,172827.01156267602,12877.011562676023,0.08050648054189449
130000.0,66,52.138286,-8.642063,1,1,apartment,Mallow,126509.78400293531,-3490.21599706469,-0.026847815362036075
309950.0,64,53.248822,-6.140224,2,1,apartment,Dun Laoghaire,370849.9626987286,60899.9626987286,0.19648318341257817
150000.0,80,53.451421,-8.783487,3,1,house,,159300.52654834153,9300.526548341528,0.06200351032227685
249000.0,98,53.287083,-6.399297,3,2,house,Dublin 24,325035.3296164208,76035.32961642079,0.3053627695438586
100000.0,74,52.475616,-8.170971,3,1,house,Tipperary,144948.07240567604,44948.07240567604,0.4494807240567604
345000.0,86,53.353209,-6.464343,3,2,house,Lucan,309695.00289652514,-35304.99710347486,-0.10233332493760829
255000.0,63,53.322188,-6.40372,3,1,,Dublin 22,283641.3224348957,28641.322434895672,0.1123189115093948
310000.0,96,53.166311,-6.7979,3,3,house,Newbridge,268194.197124569,-41805.80287543102,-0.13485742863042266
265000.0,93,51.872824,-8.451071,3,1,house,Cork city southside,287086.115571791,22086.115571791015,0.0833438323463812
499950.0,185,53.524484,-6.11084,5,4,house,Rush,657861.635471816,157911.63547181594,0.3158548564292748
300000.0,94,53.382299,-6.395218,3,3,,Dublin 15,369143.1734859621,69143.17348596209,0.23047724495320698
335000.0,74,53.272467,-9.049202,2,2,apartment,Galway,263139.4382385432,-71860.56176145677,-0.21450913958643814
219950.0,70,53.283718,-6.426024,2,1,apartment,Dublin 24,233778.6690217721,13828.669021772104,0.06287187552521985
425000.0,95,53.378639,-6.209128,3,1,house,,459290.6790621822,34290.6790621822,0.08068395073454636
85000.0,87,53.9213,-7.865789,3,1,house,Carrick On Shannon,138044.87674948832,53044.87674948832,0.624057373523392
225000.0,160,53.919089,-7.876036,4,3,house,Carrick On Shannon,235827.8843315009,10827.884331500914,0.048123930362226286
495000.0,153,53.303611,-6.369262,6,3,house,Dublin 22,499683.90708411444,4683.907084114442,0.00946243855376655
225000.0,124,52.356009,-8.69395,3,1,,Charleville,239537.7667875418,14537.766787541797,0.0646122968335191
349000.0,122,53.34497,-6.414608,3,3,house,Dublin 22,370942.16064377053,21942.160643770534,0.06287152046925655
365000.0,98,53.237066,-6.662624,3,3,house,Naas,311177.4038773975,-53822.596122602525,-0.147459167459185
345000.0,165,52.990905,-7.79411,4,2,house,Roscrea,330073.4685736205,-14926.531426379515,-0.043265308482259464
140000.0,93,52.466126,-7.829699,3,2,house,,190816.84449610466,50816.84449610466,0.36297746068646186
340000.0,147,52.658139,-8.633121,3,2,house,Limerick,303299.11968123965,-36700.88031876035,-0.10794376564341279
90000.0,40,52.321999,-7.011068,3,1,house,,135440.92656352982,45440.92656352982,0.5048991840392203
80000.0,122,54.090563,-8.764056,4,1,house,,164000.14820625345,84000.14820625345,1.050001852578168
195000.0,98,52.827262,-6.942557,3,3,house,Carlow,215180.99440196465,20180.99440196465,0.1034922789844341
370000.0,95,53.451924,-6.198653,3,3,house,Swords,368330.8981162583,-1669.1018837416777,-0.004511086172274805
370000.0,102,53.402997,-6.427096,3,3,house,Dublin 15,352706.81593832484,-17293.184061675158,-0.04673833530182475
159000.0,122,54.0201,-7.833063,3,2,house,,183257.7320834988,24257.73208349879,0.1525643527264075
560000.0,128,53.435421,-6.12928,4,1,house,Dublin 13,555256.6372459722,-4743.362754027825,-0.008470290632192545
125000.0,70,54.238238,-6.972043,3,1,house,Monaghan,151221.0500733238,26221.0500733238,0.2097684005865904
1580000.0,256,53.33681,-6.236686,4,2,house,,1326203.7486991673,-253796.25130083272,-0.16063053879799538
495000.0,232,52.519541,-6.524888,4,4,house,Enniscorthy,473953.47242862755,-21046.527571372455,-0.04251823751792415
274500.0,125,52.375712,-6.451455,3,2,house,Wexford,303028.3220090241,28528.322009024094,0.10392831332977812
379000.0,116,51.883,-8.617502,4,3,house,Ballincollig,356110.9107391244,-22889.089260875597,-0.06039337535851081
169500.0,94,52.390616,-6.93848,4,1,house,New Ross,203946.25241741582,34446.25241741582,0.203222728126347
279000.0,87,52.273096,-6.392555,3,2,house,Wexford,244983.88445580885,-34016.115544191154,-0.12192156109029087
450000.0,213,53.069049,-6.632653,6,4,house,Naas,513289.3107455552,63289.31074555521,0.14064291276790047
299000.0,90,53.634935,-6.66833,3,2,,Trim,263208.1074479242,-35791.89255207579,-0.11970532626112304
185000.0,92,52.332929,-6.493062,3,2,house,Wexford,228837.5832530479,43837.583253047895,0.23695990947593457
695000.0,293,52.694779,-7.167386,4,3,house,,562155.4605677988,-132844.53943220119,-0.19114322220460603
330000.0,139,53.231817,-6.89492,4,2,house,,305796.10134981025,-24203.898650189745,-0.0733451474248174
255000.0,70,51.852629,-8.307336,3,1,house,Cobh,243422.64500819898,-11577.354991801025,-0.0454013921247099
375000.0,109,52.56415844427471,-8.797226206701737,3,3,house,Limerick,250394.49838992616,-124605.50161007384,-0.33228133762686357
475000.0,88,53.371158,-6.25163,3,3,,Dublin 9,433345.17246794875,-41654.82753205125,-0.08769437375168684
375000.0,209,52.361716,-7.722872,5,3,house,Clonmel,425876.1540573743,50876.15405737428,0.1356697441529981
430000.0,60,53.344557,-6.236335,2,2,apartment,Dublin 2,422595.30125636165,-7404.69874363835,-0.017220229636368257
375000.0,70,53.295219,-6.294309,2,2,apartment,Dublin 14,386991.04659735796,11991.046597357956,0.031976124259621215
295000.0,112,52.150616,-8.630027,4,3,house,Mallow,236577.81254835878,-58422.18745164122,-0.19804131339539396
380000.0,175,53.627708,-6.535884,5,4,house,Trim,460270.8464022196,80270.84640221961,0.2112390694795253
199000.0,63,51.883699,-8.463459,2,1,apartment,Cork city southside,227157.50602828432,28157.50602828432,0.14149500516725788
525000.0,116,53.22656,-6.127829,3,2,house,Dublin 18,573784.7449733551,48784.74497335509,0.0929233237587716
110000.0,63,54.271218,-9.042032,3,1,house,Ballina,120475.79624835585,10475.796248355851,0.09523451134868956
340000.0,169,52.83184,-6.898549,4,3,house,Carlow,371322.66197594255,31322.661975942552,0.09212547639983104
470000.0,164,51.892538,-8.412346,4,3,house,Cork city southside,447161.60148410464,-22838.39851589536,-0.04859233726786247
825000.0,160,53.265294,-6.169062,4,3,house,Dublin 18,874584.5898501046,49584.58985010465,0.060102533151642
305000.0,90,51.924521,-8.462534,3,2,house,Cork city northside,245033.676085459,-59966.32391454099,-0.19661089808046225
185000.0,100,52.540159,-6.339624,4,1,house,,231447.68685411493,46447.68685411493,0.25106857758981044
250000.0,116,52.067596,-9.63577,3,2,,Kenmare,256256.35718519753,6256.357185197528,0.025025428740790112
295000.0,104,53.337927,-6.464004,3,3,apartment,Lucan,337092.46559204266,42092.46559204266,0.14268632404082257
425000.0,128,51.882656,-8.442966,4,2,house,Cork city southside,364414.7517684612,-60585.248231538804,-0.14255352525067955
280000.0,147,54.122038,-9.128145,4,2,house,Ballina,257203.727466635,-22796.272533365,-0.08141525904773214
215000.0,90,52.238512,-7.06496,2,1,house,Waterford,198939.5125994908,-16060.487400509213,-0.07469994139771727
440000.0,213,54.143611,-9.250373,4,2,,,305680.01061598654,-134319.98938401346,-0.30527270314548516
150000.0,71,53.274612,-7.495906,2,1,apartment,Tullamore,180793.45861220444,30793.458612204442,0.20528972408136295
795000.0,112,53.334267,-6.234426,4,2,house,Dublin 4,800711.7778883564,5711.777888356359,0.007184626274662087
269000.0,76,53.321336,-6.421035,3,1,house,Lucan,282474.1571064461,13474.157106446102,0.050089803369688116
279000.0,111,52.6376271,-8.6588831,4,1,house,Limerick,239525.90487476898,-39474.09512523102,-0.14148421191839075
315000.0,46,53.292743,-6.146942,1,1,apartment,Dun Laoghaire,359234.121584149,44234.12158414902,0.14042578280682227
290000.0,89,51.91706,-8.440242,3,3,house,,242579.78534857748,-47420.21465142252,-0.16351798155662936
350000.0,122,53.345604,-6.423503,3,3,house,Lucan,380163.0557305512,30163.05573055119,0.08618015923014626
260000.0,147,53.435021,-7.905404,4,4,house,Athlone,306485.28409905365,46485.28409905365,0.17878955422712942
215000.0,88,53.27197,-9.084557,3,3,apartment,Galway,293505.99277728924,78505.99277728924,0.3651441524525081
135000.0,74,52.332667,-6.454435,2,1,house,Wexford,196639.91743189492,61639.91743189492,0.45659198097699943
205000.0,68,53.151317,-6.777236,2,2,apartment,Curragh,195109.73666868135,-9890.263331318652,-0.04824518698204221
545000.0,104,53.370297,-6.397417,3,2,house,Dublin 20,411263.33232393436,-133736.66767606564,-0.24538838105700117
160000.0,116,53.7290764,-9.0061126,4,1,house,Knock,166765.740695712,6765.740695712011,0.04228587934820007
210000.0,84,51.851656,-8.290301,3,1,house,Cobh,240248.36314870964,30248.363148709643,0.14403982451766498
195000.0,220,53.623874,-9.18563,4,1,house,Ballinrobe,293239.6860465101,98239.68604651012,0.5037932617769749
270000.0,121,51.855597,-8.300797,3,1,house,Cobh,299615.8683850225,29615.868385022506,0.10968840142600929
225000.0,72,53.49623397,-6.17426482,2,1,apartment,Malahide,300380.62688587914,75380.62688587914,0.3350250083816851
265000.0,52,53.3773984,-6.3160507,2,1,,Dublin 7,298351.50958231627,33351.50958231627,0.12585475314081612
995000.0,192,53.328877,-6.259242,4,3,house,Dublin 6,1292801.4447100367,297801.44471003674,0.29929793438194646
795000.0,165,53.310279,-6.207944,4,3,house,Dundalk,906255.2155072658,111255.21550726576,0.1399436673047368
295000.0,57,53.3344045,-6.2750218,2,1,apartment,Dublin 8,335218.02833025134,40218.02833025134,0.13633229942458083
245000.0,44,53.365809,-6.21355,1,1,apartment,Dublin 3,275292.1922408278,30292.192240827775,0.12364160098297051
199000.0,63,51.883699,-8.463459,2,1,apartment,Cork city southside,227157.50602828432,28157.50602828432,0.14149500516725788
515000.0,62,53.292566,-6.160055,2,1,house,Blackrock,443109.6318790953,-71890.36812090472,-0.13959294780758197
149950.0,80,52.583508,-7.264917,2,1,house,,168841.56210646738,18891.562106467376,0.1259857426239905
299000.0,90,53.527219,-6.16445,3,3,house,Lusk,319480.4212583523,20480.42125835229,0.06849639216840231
295000.0,101,53.296663,-6.491486,3,3,,Dublin 22,340311.35551613953,45311.355516139534,0.15359781530894756
285000.0,56,53.13441,-6.090664,2,2,apartment,Greystones,279455.40813527,-5544.591864729999,-0.01945470829729824
290000.0,83,53.346759,-6.442751,3,1,house,Lucan,286337.9318803275,-3662.0681196724763,-0.012627821102318883
450000.0,232,53.923054,-6.506919,4,3,house,,408810.74095653126,-41189.259043468744,-0.09153168676326387
295000.0,121,52.238649,-7.073748,4,3,house,Waterford,266008.3228629185,-28991.67713708151,-0.09827687165112377
150000.0,65,53.708732,-6.352297,3,1,house,Drogheda,179398.0736031685,29398.07360316851,0.1959871573544567
189950.0,76,53.663374,-6.675281,3,1,house,Trim,199481.96059975185,9531.960599751852,0.05018141931956753
189950.0,42,53.339136,-6.320015,1,1,apartment,Dublin 8,245615.1001061583,55665.100106158294,0.2930513298560584
2000000.0,164,53.364647,-6.075395,3,3,house,Dublin 13,1110080.2513109243,-889919.7486890757,-0.4449598743445379
395000.0,145,52.917972,-6.208195,4,3,house,Wicklow,449184.92286698706,54184.922866987064,0.13717701991642295
270000.0,125,52.678135,-6.277806,4,3,house,Gorey,351832.7243660246,81832.7243660246,0.30308416431860963
260000.0,193,52.643346,-9.465207,4,2,house,Kilrush,328358.563797175,68358.56379717501,0.26291755306605774
195000.0,131,51.885645,-9.672321,4,2,house,Kenmare,302534.5187431601,107534.51874316012,0.5514590704777442
600000.0,126,53.368477,-6.268547,4,1,house,Dublin 9,594670.0888084801,-5329.911191519932,-0.008883185319199887
695000.0,170,51.702139,-8.526572,4,3,house,Kinsale,620718.5585313952,-74281.44146860484,-0.10687977189727316
285000.0,70,53.365135,-6.204604,2,1,apartment,Dublin 3,341512.6188604352,56512.61886043521,0.19828989073836914
275000.0,73,51.893755,-8.405114,2,1,house,Cork city southside,251695.08656641573,-23304.91343358427,-0.08474513975848824
195000.0,72,52.624357,-8.647505,2,2,apartment,Limerick,160973.4232326109,-34026.57676738911,-0.1744952654737903
375000.0,56,53.339246,-6.225471,2,1,house,Dublin 4,421395.9098183771,46395.90981837711,0.12372242618233897
319500.0,121,52.807631,-8.451302,4,2,house,Limerick,264264.1113812933,-55235.888618706726,-0.17288228049673465
200000.0,86,53.722423,-6.345256,3,1,house,Drogheda,205751.972208124,5751.972208124003,0.028759861040620015
225000.0,100,53.720987,-6.386533,3,3,house,Drogheda,234008.92554804153,9008.92554804153,0.040039669102406805
185000.0,93,53.975874,-6.70721,3,3,house,Carrickmacross,197858.31315380085,12858.313153800846,0.06950439542595052
400000.0,96,53.356781,-6.239683,3,3,house,Dublin 3,482828.34593830566,82828.34593830566,0.20707086484576415
230000.0,55,53.263409,-9.071536,2,1,apartment,Galway,222949.50292580726,-7050.497074192739,-0.030654335105185823
65000.0,81,53.54131373943156,-8.2395909361434,3,1,,Roscommon,132117.4529553918,67117.45295539181,1.0325761993137201
620000.0,419,51.77218,-8.440948,5,4,house,,850797.5949038984,230797.59490389843,0.37225418532886845
220000.0,124,52.647476,-6.23509,3,2,house,Gorey,347312.3299572853,127312.32995728531,0.5786924088967514
375000.0,74,53.320051,-6.331241,3,1,house,Dublin 12,321811.7176101204,-53188.282389879576,-0.14183541970634553
170000.0,73,54.0118159,-6.411577,3,1,house,Dundalk,165540.83202550848,-4459.167974491516,-0.026230399849950098
395000.0,288,52.624862,-6.576994,6,4,house,Enniscorthy,547503.8750635671,152503.87506356707,0.3860857596546002
700000.0,131,53.29256,-6.233957,4,1,house,Dublin 14,720648.8828624802,20648.88286248024,0.029498404089257486
420000.0,111,53.389034,-6.236932,3,1,house,Dublin 9,451245.3836140372,31245.383614037186,0.07439377050961235
295000.0,95,53.455508,-6.220749,2,2,apartment,Swords,349711.34233864583,54711.34233864583,0.1854621774191384
390000.0,110,53.356354,-6.247305,3,3,house,Dublin 1,510791.0174273007,120791.01742730069,0.3097205575058992
229000.0,66,52.797068,-6.145768,2,1,apartment,Arklow,172785.44713218292,-56214.55286781708,-0.24547839680269468
315000.0,111,53.055934,-8.828416,3,1,house,Galway,266675.2330786238,-48324.76692137623,-0.15341195848055944
355000.0,208,53.544747,-9.213756,5,3,house,Knock,359089.07703489077,4089.077034890768,0.011518526858847234
195000.0,100,52.266563,-9.673646,4,2,house,Tralee,205274.92881397574,10274.928813975741,0.05269194263577303
259000.0,107,52.674968,-9.644453,3,3,house,,222889.72044341062,-36110.279556589376,-0.13942192878992038
195000.0,66,53.035666,-7.274346,2,1,house,Portlaoise,152893.79847888084,-42106.20152111916,-0.21592923856984186
250000.0,213,52.463997,-9.36419,5,3,house,,382047.8900763069,132047.89007630688,0.5281915603052275
645000.0,78,53.344003,-6.234158,2,2,apartment,Dublin 2,492362.5615161981,-152637.4384838019,-0.2366471914477549
355000.0,166,53.9658146,-6.3757904,4,3,house,Dundalk,366944.41976130736,11944.419761307363,0.03364625284875313
395000.0,70,53.295106,-6.295222,2,2,apartment,Dublin 14,384303.6405339927,-10696.359466007329,-0.027079391053183112
180000.0,132,53.89855,-8.042469,3,2,house,,200613.8462265813,20613.846226581314,0.11452136792545174
215000.0,87,53.433663,-7.907908,3,2,house,Athlone,209505.92083364178,-5494.07916635822,-0.025553856587712653
435000.0,180,55.196882,-7.838198,5,4,house,,312007.18080146203,-122992.81919853797,-0.2827421131000873
390000.0,124,52.667342,-8.653556,4,2,house,Limerick,275530.1546049187,-114469.84539508133,-0.2935124240899521
219950.0,112,53.675327,-7.291791,3,3,house,Mullingar,200791.6457570023,-19158.35424299771,-0.08710322456466338
190000.0,52,51.896677,-8.460276,2,1,house,Cork city southside,215921.60604501862,25921.60604501862,0.136429505500098
160000.0,75,51.901007,-8.494701,3,1,house,Cork city northside,221577.86647978026,61577.86647978026,0.38486166549862666
120000.0,61,53.272698,-9.116985,2,1,apartment,Galway,217819.36730822056,97819.36730822056,0.8151613942351714
395000.0,81,53.272629,-9.059651,2,1,house,Galway,285724.7130731895,-109275.28692681051,-0.27664629601724183
185000.0,108,54.111959,-6.745783,3,2,house,Castleblayney,208659.96710186597,23659.967101865972,0.12789171406414038
795000.0,178,53.203566,-6.165976,5,2,house,Bray,787567.3197283493,-7432.6802716506645,-0.009349283360566873
245000.0,96,52.168838,-7.13363,3,3,house,Waterford,227936.88875382202,-17063.111246177985,-0.06964535202521627
595000.0,235,53.098371,-6.829943,5,5,house,,513433.4550395957,-81566.54496040428,-0.13708663018555342
180000.0,74,52.652142,-8.632649,3,1,house,Limerick,163589.66266993916,-16410.337330060836,-0.0911685407225602
395000.0,43,53.334984,-6.235057,1,1,apartment,Dublin 4,362622.75577848346,-32377.244221516536,-0.08196770688991528
295000.0,68,53.364192,-6.245409,2,2,apartment,Dublin 9,331761.55936742516,36761.55936742516,0.12461545548279715
225000.0,83,52.654603,-7.258892,2,1,,Kilkenny,192926.82043456583,-32073.17956543417,-0.14254746473526297
270000.0,103,53.990627,-6.399034,3,2,house,Dundalk,228714.363446337,-41285.636553663004,-0.15290976501356668
265000.0,61,53.325284,-6.300886,2,2,house,Dublin 12,324508.61881309876,59508.61881309876,0.22456082570980662
195000.0,91,51.906145,-8.475569,3,1,house,Cork city northside,240700.80804530636,45700.80804530636,0.23436311818105826
295000.0,124,51.925187,-8.168666,4,3,house,Midleton,290835.87447940256,-4164.125520597445,-0.014115679730838796
500000.0,195,51.855031,-8.275121,4,3,house,Cobh,490013.83514128544,-9986.164858714561,-0.019972329717429124
475000.0,144,53.263204,-6.22353,3,2,apartment,Dublin 18,711881.8553195223,236881.85531952232,0.49869864277794174
220000.0,155,52.631454,-9.481417,4,4,house,Kilrush,293364.44986185525,73364.44986185525,0.333474772099342
285000.0,43,53.3162994,-6.2846345,1,1,apartment,Dublin 6W,288692.4022582995,3692.402258299524,0.01295579739754219
245000.0,46,53.3144832,-6.30129,1,1,apartment,Dublin 12,263875.1774872679,18875.17748726788,0.07704154076435869
270000.0,81,53.337379,-6.465784,2,3,,Lucan,298734.1387521664,28734.138752166415,0.10642273611913487
269500.0,168,52.8656271,-8.2104399,4,3,house,Nenagh,333810.25383659004,64310.25383659004,0.23862802907825617
135000.0,65,52.262629,-7.118925,2,2,apartment,Waterford,156158.7250932497,21158.725093249697,0.1567312969870348
245000.0,118,53.841564,-9.32078,3,2,house,Castlebar,209063.61966003446,-35936.380339965544,-0.1466791034284308
360000.0,108,53.504911,-6.402715,4,2,house,,331005.4650781259,-28994.534921874118,-0.08054037478298366
250000.0,134,53.712931,-9.006418,3,2,house,Knock,225093.9715046567,-24906.028495343286,-0.09962411398137314
239000.0,128,52.452457,-9.486892,4,2,house,Listowel,248583.8407360426,9583.840736042592,0.040099752033651015
149500.0,57,52.867984,-8.19594,3,1,house,Nenagh,138523.10471213813,-10976.895287861873,-0.07342404874823995
69000.0,77,53.653037,-9.021461,2,1,,,134464.37442897973,65464.37442897973,0.9487590496953584
630000.0,170,53.198892,-6.470305,4,2,,,488937.87413465825,-141062.12586534175,-0.22390813629419326
395000.0,130,53.190187,-6.129691,4,2,house,Bray,581633.7352845853,186633.73528458527,0.47249046907489944
1385000.0,314,53.146993,-6.068738,5,4,house,Greystones,1356614.4129124717,-28385.587087528314,-0.020495008727457267
89500.0,84,53.326315,-8.225705,3,1,house,Ballinasloe,187269.00887447852,97769.00887447852,1.0923911606086985
220000.0,48,53.3926628,-6.2289943,1,1,apartment,Dublin 5,237857.33173435196,17857.33173435196,0.08116968970159981
255000.0,115,53.396831,-8.332634,4,2,,,250201.64576396864,-4798.354236031359,-0.018817075435417094
395000.0,197,53.638677,-6.657035,5,3,house,Trim,477902.6787484125,82902.67874841252,0.20988019936306967
285000.0,46,53.363769,-6.24874,1,1,apartment,Dublin 1,271833.5040198957,-13166.495980104315,-0.046198231509137946
295000.0,103,53.404905,-6.280424,3,3,house,Dublin 11,364901.19363836927,69901.19363836927,0.2369531987741331
109000.0,103,53.899118,-8.587557,3,2,house,Castlerea,147584.43514125937,38584.43514125937,0.3539856434977924
